,Magnetic Field (Oe),True Field (Oe)
695,4982.69,5044.678590081238
696,4961.9285,5026.130277156674
697,4940.037,5010.665728032907
698,4918.7115,4982.164288038543
699,4899.362,4968.84219230035
700,4877.753,4940.346588403255
701,4856.0035,4915.002715232217
702,4835.383,4900.062289954032
703,4814.1985,4867.662703343303
704,4793.296,4846.78526997179
705,4771.6875,4822.044960229505
706,4750.361,4806.236854312925
707,4729.8825,4779.11769716619
708,4727.9055,4243.09229161832
709,4691.3245,4765.632867099617
710,4626.358,4706.976158883081
711,4620.0025,4683.928171873763
712,4603.6195,4654.6943326359105
713,4582.716,4632.111131019862
714,4561.672,4605.628820131691
715,4539.782,4590.9712439682435
716,4516.337,4563.892402748421
717,4495.0105,4547.046990388316
718,4474.674,4511.510779200824
719,4453.771,4499.635556343197
720,4432.16,4481.485791091981
721,4409.987,4457.709345563808
722,4387.1085,4434.246991642077
723,4364.652,4405.130697146918
724,4342.4785,4385.225609729194
725,4319.4585,4371.098943234943
726,4299.6865,4333.207730846598
727,4288.246,4288.657861191582
728,4274.828,4316.083191989879
729,4252.0895,4290.77324224614
730,4228.7865,4267.911694451585
731,4207.601,4241.184331892914
732,4184.72,4228.578846120327
733,4161.6985,4198.028355258397
734,4140.6555,4176.095139236156
735,4117.352,4148.726017321515
736,4095.6025,4139.950629115161
737,4076.536,4108.917584328955
738,4053.938,4082.403996206839
739,4031.1995,4050.0833426376985
740,4011.426,4043.1106059842127
741,3990.382,4021.45724441283
742,3967.079,3998.9054312585185
743,3945.7535,3969.394229034438
744,3926.1225,3948.212078845507
745,3904.2305,3928.221552105692
746,3890.5305,3861.311921138373
747,3877.1135,3907.993524968259
748,3855.222,3875.6750226842414
749,3831.777,3859.5959270409526
750,3809.886,3828.3460216963467
751,3789.5485,3808.811104142115
752,3767.3745,3779.53161135809
753,3746.613,3756.5240493652104
754,3725.993,3726.298222601397
755,3703.113,3715.932185589564
756,3695.769,3567.3795480724207
757,3633.0625,3637.933367276215
758,3583.912,3606.309272499674
759,3570.777,3584.741908268048
