,Magnetic Field (Oe),True Field (Oe)
1,10000.1605,10428.199255388696
2,9975.9045,10443.00317212272
3,9967.9965,10405.501941592109
4,9950.355,10400.710871159006
5,9927.742,10386.621539468024
6,9902.8995,10355.33320707071
7,9877.944,10334.779721396664
8,9852.593,10307.713810179537
9,9826.239,10271.374338518614
10,9800.181,10244.35629427232
11,9774.166,10221.031257919305
12,9748.1935,10186.791655118706
13,9723.3225,10149.695063634925
14,9698.522,10147.411908997894
15,9672.6195,10102.917227851462
16,9647.9185,10067.373584452827
17,9622.0035,10055.643304489493
18,9596.1285,10043.680773441329
19,9571.4965,9996.1753182782
20,9546.865,9954.527252328227
21,9521.881,9945.464272134175
22,9495.6535,9916.880462980593
23,9469.893,9886.120279227549
24,9445.3755,9877.65574989876
25,9420.926,9845.08724781922
26,9395.166,9807.444845333514
27,9369.3655,9795.75003452546
28,9344.932,9743.166767843642
29,9320.455,9721.33187581025
30,9294.892,9704.842567384512
31,9269.3565,9684.504464144176
32,9243.708,9634.063654136813
33,9219.275,9631.785611554444
34,9194.5595,9610.022591279729
35,9168.7565,9570.221894092207
36,9144.4085,9540.678590816962
37,9120.0305,9525.17269066097
38,9093.435,9499.10750614075
39,9069.214,9458.13944886087
40,9046.1225,9450.687669237519
41,9020.687,9427.340363321304
42,8995.379,9400.387733882339
43,8970.1135,9369.84479909089
44,8944.7625,9344.917804207505
45,8920.526,9313.909790509582
46,8896.361,9291.595707669772
47,8870.7555,9255.905336092239
48,8846.2945,9236.358515873884
49,8822.271,9200.123666408557
50,8797.018,9183.812769212733
51,8772.9105,9150.648496414224
52,8748.8715,9144.581320239686
53,8723.675,9115.00145656058
54,8698.607,9082.151048468828
55,8674.611,9047.533470089722
56,8649.5555,9012.793322948533
57,8624.4865,8992.098423524507
58,8600.5195,8969.576951769102
59,8576.5655,8935.425371164583
60,8552.5845,8922.155970385951
61,8527.2055,8908.114489451085
62,8502.97,8867.082229598533
63,8479.172,8832.560172538702
64,8454.175,8797.700670198385
65,8429.0925,8804.25262107977
66,8404.1635,8778.488931431419
67,8380.339,8747.55133491308
68,8356.5985,8723.435498803388
69,8331.6985,8691.136655524628
70,8306.742,8629.920903458811
71,8281.954,8645.237466007122
72,8258.171,8614.991125146797
73,8234.4025,8590.971684100297
74,8209.22,8568.583505654167
75,8185.1955,8530.00918274945
76,8161.652,8510.393131111072
77,8136.8095,8475.012675641652
78,8111.952,8456.082080942018
79,8088.311,8444.39515164547
80,8063.553,8406.42640267703
81,8038.8645,8368.274678943988
82,8015.3775,8347.463242258322
83,7991.7625,8324.564094780964
84,7968.0495,8317.17180854961
85,7943.3055,8274.218054727513
86,7919.804,8268.03319577813
87,7896.2465,8234.960888918806
88,7871.278,8199.160863608926
89,7846.4215,8170.041441461631
90,7821.747,8147.571114110267
91,7797.1585,8130.653811587837
92,7773.658,8104.528301413572
93,7750.1585,8071.730968314591
94,7725.6255,8039.898240202293
95,7702.2775,8023.043409416359
96,7678.918,8007.601590333044
97,7654.33,7985.575194193234
98,7629.7415,7949.1664177974335
99,7605.1945,7924.886606029726
100,7581.821,7901.337196498098
101,7559.62,7884.460354626123
102,7535.9625,7845.85905371483
103,7511.1475,7838.534907982727
104,7486.7425,7804.365835583655
105,7462.323,7787.612040284533
106,7437.861,7748.812794763571
107,7414.5155,7703.068115783949
108,7391.2415,7685.298867873642
109,7366.8505,7659.726494340196
110,7342.4595,7660.390504099207
111,7319.171,7630.414677778646
112,7294.8075,7605.553103492205
113,7270.5855,7567.633376636577
114,7247.043,7549.520268348953
115,7223.4285,7520.87173609454
116,7200.1805,7488.3692351896725
117,7175.916,7475.964701987425
118,7152.712,7444.083639791343
119,7129.5215,7413.573887338697
120,7105.384,7392.858479940851
121,7081.178,7354.205830636426
122,7056.887,7340.242298920533
123,7033.7805,7326.255306023727
124,7010.646,7289.949083926124
125,6985.309,7266.114952967713
126,6962.217,7254.089031400512
127,6940.199,7216.776913703801
128,6915.6245,7189.042044774631
129,6892.208,7181.860601161644
130,6869.187,7152.134545986334
131,6844.866,7127.42357533797
132,6820.758,7101.257495256579
133,6796.777,7076.357380736633
134,6772.6395,7042.361456217626
135,6749.646,7026.690977058375
136,6726.653,6996.738784174234
137,6702.5735,6978.035858777692
138,6679.5245,6944.176561403269
139,6655.43,6920.694308191627
140,6631.393,6898.701716474706
141,6608.075,6874.398981752284
142,6583.669,6850.71241872727
143,6560.69,6819.242716315501
144,6537.7685,6793.0529248638395
145,6513.745,6781.991678445162
146,6490.7655,6730.833928607851
147,6467.844,6723.35802371177
148,6443.9345,6700.105804108844
149,6421.026,6671.139986888535
150,6397.0145,6661.599718014879
151,6373.09,6625.358517224005
152,6350.239,6594.1165128185685
153,6326.3415,6581.311857909004
154,6302.035,6554.694476535673
155,6278.8025,6530.973996699544
156,6255.9945,6504.641188411982
157,6232.2395,6482.295065741072
158,6209.472,6449.456575669045
159,6185.476,6426.738052620941
160,6160.5905,6401.028650084814
161,6138.8405,6381.071405125101
