,Magnetic Field (Oe),True Field (Oe),Field correction
98,11329.6165,202074.9987759537,-190745.38227595369
99,11427.773,203884.00202239252,-192456.22902239254
100,11530.3065,205693.4392089601,-194163.1327089601
101,11628.886,207509.81670972714,-195880.93070972714
102,11731.28,209298.86142783915,-197567.58142783915
103,11833.8145,211109.74096711454,-199275.92646711454
104,11931.6875,212914.30820788932,-200982.62070788932
105,12028.996,214715.47760365639,-202686.48160365637
106,12128.99,216485.35186407078,-204356.3618640708
107,12232.796,218273.9780626036,-206041.1820626036
108,12329.397,220050.44176082496,-207721.04476082497
109,12431.649,221828.3749665135,-209396.7259665135
110,12537.9975,223608.3588352973,-211070.3613352973
111,12634.4575,225380.76066298326,-212746.30316298327
112,12736.1435,227171.69519219306,-214435.55169219305
113,12837.5485,228926.22699667697,-216088.67849667696
114,12933.445,230691.52016224584,-217758.07516224583
115,13034.2855,232451.6076036319,-219417.32210363192
116,13131.311,234217.97319310938,-221086.6621931094
117,13226.7825,235955.2756275804,-222728.4931275804
118,13329.176,237724.578139462,-224395.402139462
119,13426.6265,239497.63171065768,-226071.00521065766
120,13521.958,241230.609099704,-227708.65109970397
121,13622.5155,243015.09735143115,-229392.58185143114
122,13717.847,244729.34876902832,-231011.5017690283
123,13813.884,246477.2905656448,-232663.4065656448
124,13918.255,248220.52962500256,-234302.27462500255
125,14018.67,249970.60837699872,-235951.9383769987
126,14115.272,251703.68029488032,-237588.40829488033
127,14214.275,253483.70513230632,-239269.43013230633
128,14308.9,255183.00498198712,-240874.10498198713
129,14404.2325,256919.69229895753,-242515.4597989575
130,14499.1395,258653.82211665506,-244154.68261665507
131,14594.6115,260402.67108085973,-245808.05958085973
132,14688.814,262138.29616185202,-247449.482161852
133,14784.852,263853.34604063706,-249068.49404063704
134,14886.5385,265627.85118794726,-250741.31268794727
135,14981.728,267317.5310969961,-252335.8030969961
136,15080.732,269040.6028329408,-253959.87083294083
137,15183.832,270793.0074691068,-255609.17546910682
138,15282.551,272520.3615729395,-257237.8105729395
139,15378.1635,274245.10401655984,-258866.94051655984
140,15547.643,275981.15912607464,-260433.51612607462
141,15598.7685,277705.5324151853,-262106.7639151853
142,15689.5795,279389.68460726255,-263700.10510726256
143,15783.9225,281125.93272069754,-265342.01022069756
144,15887.7295,282824.8737255264,-266937.14422552637
145,15973.598,284578.5860420631,-268604.9880420631
146,16055.5105,286287.30386960105,-270231.7933696011
147,16149.4295,287989.1755695045,-271839.7460695045
148,16252.3875,289734.64004483656,-273482.25254483655
149,16396.301,293173.93247739767,-276777.6314773977
150,16539.368,294861.63188215316,-278322.26388215314
151,16638.796,296595.71675125865,-279956.9207512587
152,16728.9025,298298.72390181466,-281569.82140181464
153,16831.4355,299988.18551444786,-283156.75001444784
154,16930.0145,301743.86543449166,-284813.85093449167
155,17019.2735,303462.5072362317,-286443.2337362317
156,17117.713,305155.1627950656,-288037.4497950656
157,17217.845,306877.6783893745,-289659.83338937454
158,17312.6105,308574.2521917297,-291261.6416917297
159,17401.7285,310316.6430296769,-292914.9145296769
160,17496.0705,312017.8197317992,-294521.74923179916
161,17594.508,313725.0155039537,-296130.50750395365
162,17697.747,315419.42662955855,-297721.6796295586
163,17796.4675,317164.4485437362,-299367.9810437362
164,17894.4825,318882.11478416214,-300987.63228416216
165,17992.639,320543.8271890682,-302551.18818906817
166,18086.2755,322284.3417378442,-304198.06623784424
167,18180.4785,323983.30087817373,-305802.8223781737
168,18274.539,325700.1410117568,-307425.6020117568
169,18372.9755,327414.83885042474,-309041.86335042474
170,18472.967,329110.3074855778,-310637.3404855778
171,18581.8545,330826.8478792497,-312244.9933792497
172,18689.0495,332555.22835577605,-313866.17885577603
173,18786.078,334270.9766487838,-315484.8986487838
174,18880.1365,335958.705632695,-317078.569132695
175,18978.15,337681.40980134875,-318703.25980134873
176,19081.25,339371.4165847143,-320290.1665847143
177,19271.207,342786.26765161776,-323515.06065161776
178,19325.157,344512.2089571467,-325187.0519571467
179,19431.6455,346226.1269295586,-326794.4814295586
180,19543.6415,347939.24047944526,-328395.59897944523
181,19637.279,349648.7843272072,-330011.5053272072
182,19807.461,351341.46588589705,-331534.00488589704
183,19873.6985,353062.15742025484,-333188.45892025484
184,19976.2315,354755.6743695019,-334779.4428695019
185,20140.484,358179.8365726422,-338039.3525726422
186,20198.248,359865.300791323,-339667.052791323
187,20309.255,361566.39862009266,-341257.14362009265
188,20416.0255,363317.6779061107,-342901.6524061107
189,20506.131,365004.49669078377,-344498.3656907838
190,20604.286,366731.92924280954,-346127.6432428095
191,20716.8475,368442.1847629318,-347725.3372629318
192,20821.501,370150.7966881493,-349329.2956881493
193,20919.248,371820.370719471,-350901.122719471
194,21021.9425,373568.02864883526,-352546.08614883525
195,21129.424,375266.3621532059,-354136.9381532059
196,21299.1865,378665.718329166,-357366.531829166
197,21450.7285,380368.9860886731,-358918.2575886731
198,21518.378,383782.34322162805,-362263.965221628
199,21688.1405,385444.85581926897,-363756.715319269
200,21742.0905,387223.6596706126,-365481.5691706126
201,21836.0095,388927.5963836563,-367091.58688365633
202,21934.3075,390621.61830732564,-368687.31080732564
203,22032.322,392304.41556170786,-370272.0935617079
204,22125.817,394037.30062565504,-371911.48362565506
205,22224.115,395748.17744214286,-373524.06244214287
206,22327.6375,397428.69267235266,-375101.05517235264
207,22431.7255,399141.69763839897,-376709.97213839897
208,22534.4025,400904.48050182493,-378370.0780018249
209,22641.597,402541.73610511457,-379900.13910511456
210,22743.9895,404260.2696524337,-381516.28015243367
211,22845.959,405987.6727830334,-383141.7137830334
212,22951.176,407702.7050054659,-384751.5290054659
213,23047.4965,409389.50836096524,-386342.0118609652
214,23145.3705,411123.05534353154,-387977.6848435315
215,23239.43,412809.8413797066,-389570.4113797066
216,23337.0205,414492.39679094724,-391155.37629094726
217,23509.6075,417914.58786285325,-394404.98036285327
218,23567.2295,419667.5672399215,-396100.33773992147
219,23661.571,421342.36329781724,-397680.79229781724
220,23770.037,423051.63462961256,-399281.59762961254
221,23873.1365,424759.104792574,-400885.968292574
222,23962.959,426463.1237728546,-402500.16477285465
223,24066.6215,428176.17911022395,-404109.55761022394
224,24173.5345,429857.7999885109,-405684.2654885109
225,24279.7415,431573.9503249022,-407294.2088249022
226,24383.8285,433306.62420852506,-408922.79570852505
227,24493.0005,435056.6648695637,-410563.6643695637
228,24595.676,436654.0376957182,-412058.3616957182
229,24693.408,438444.1690037709,-413750.7610037709
230,24791.8465,440155.6969494878,-415363.8504494878
231,24894.24,443514.6281508932,-418620.3881508932
232,25093.2345,445296.7159537349,-420203.48145373486
233,25150.0095,446979.6287455727,-421829.6192455727
234,25256.5,448638.7455145366,-423382.2455145366
235,25355.0805,450386.10131802445,-425031.02081802447
236,25455.3535,452116.00639720465,-426660.6528972046
237,25568.4785,455519.00920093054,-429950.5307009305
238,25675.249,457264.77767104766,-431589.52867104765
239,25777.9255,458958.76937894593,-433180.8438789459
240,25956.865,460658.0729121583,-434701.20791215834
241,26015.7585,462320.82551391376,-436305.06701391377
242,26118.998,464088.137847121,-437969.13984712097
243,26218.5665,465779.7300794401,-439561.1635794401
244,26315.7345,467497.8014428945,-441182.0669428945
245,26420.9515,469172.71538907336,-442751.76388907334
246,26598.0555,472633.7965731133,-446035.7410731133
247,26647.7675,474326.6037283488,-447678.8362283488
248,26746.348,476070.13778143626,-449323.78978143627
249,26847.894,477784.85047426,-450936.95647425996
250,26947.0385,479385.05700383394,-452438.0185038339
251,27117.079,481166.00750228704,-454048.928502287
252,27259.724,484593.6933099421,-457333.9693099421
253,27321.4405,486232.6022425187,-458911.16174251866
254,27518.0355,487984.53066506435,-460466.49516506435
255,27570.5735,489729.5354293629,-462158.9619293629
256,27663.6445,491441.7425288198,-463778.09802881983
257,27762.2235,493133.3102837297,-465371.08678372967
258,27865.6045,496576.6502471892,-468711.0457471892
259,27978.873,498243.2963896216,-470264.4233896216
260,28095.53,499985.7667844054,-471890.2367844054
261,28207.526,501688.55004713644,-473481.0240471364
262,28302.151,503417.6177669279,-475115.4667669279
263,28391.126,505129.53203379404,-476738.40603379405
264,28492.9535,506828.24806229083,-478335.29456229083
265,28678.5325,510219.3528219923,-481540.8203219923
266,28749.2885,511925.47792727675,-483176.1894272767
267,28866.6515,513606.6504036383,-484739.99890363833
268,28975.6825,515354.3649955855,-486378.6824955855
269,29073.415,517084.99846199225,-488011.58346199227
271,30992.889,549287.2274836152,-518294.33848361514
272,31118.16,552646.8860273437,-521528.7260273437
273,31175.6405,554340.1572479935,-523164.51674799353
274,31277.751,556064.8612811377,-524787.1102811376
275,31378.308,557740.1279485881,-526361.8199485881
276,31486.9145,559516.8785548983,-528029.9640548984
277,31598.0625,561170.9696412432,-529572.9071412432
278,31705.539,562885.9055320102,-531180.3665320103
279,31808.919,564671.814962462,-532862.8959624621
280,31984.894,568039.4982953887,-536054.6042953887
281,32037.5735,569774.440860072,-537736.867360072
282,32136.012,571480.2302543257,-539344.2182543257
283,32239.8155,573190.3092939446,-540950.4937939446
284,32338.819,574893.9459091454,-542555.1269091454
285,32441.778,576575.4047757606,-544133.6267757606
286,32540.074,578334.5283258468,-545794.4543258467
287,32716.049,580025.97587561,-547309.92687561
288,32769.4345,581716.7815842857,-548947.3470842857
289,32868.295,583431.0511593204,-550562.7561593204
290,32971.1115,585158.2896326653,-552187.1781326653
291,33073.221,586839.3981669318,-553766.1771669318
292,33182.1095,590255.2683690167,-557073.1588690167
293,33294.8125,592002.100461556,-558707.287961556
294,33397.4885,593763.2661729073,-560365.7776729073
295,33496.3495,595457.3227875932,-561960.9732875932
296,33590.408,597146.7922002291,-563556.3842002291
297,33688.1405,598851.3814175379,-565163.240917538
298,33790.6755,600550.128073,-566759.452573
299,33891.656,602297.8150580515,-568406.1590580515
300,34070.3125,603921.0544154582,-569850.7419154582
301,34132.877,605647.9515592896,-571515.0745592896
302,34241.0605,607366.6317253591,-573125.5712253591
303,34404.1835,610840.9240618725,-576436.7405618725
304,34462.369,612564.5046383474,-578102.1356383475
305,34636.084,614228.4092987219,-579592.3252987219
306,34762.625,617688.5026671803,-582925.8776671803
307,34829.2875,619384.7690608867,-584555.4815608867
308,34936.4825,621090.5035311815,-586154.0210311814
309,35035.201,622800.0052930464,-587764.8042930464
310,35129.543,624502.2540074324,-589372.7110074324
311,35228.4065,626212.7680056538,-590984.3615056537
312,35328.539,627968.3632102021,-592639.8242102021
313,35423.164,629648.1179947002,-594224.9539947002
314,35516.801,631409.5272145328,-595892.7262145329
315,35615.0975,633065.0916699639,-597449.9941699639
316,35709.863,634831.264040332,-599121.401040332
317,35804.629,636484.1005840733,-600679.4715840734
318,35902.7855,638185.6086183578,-602282.8231183578
319,36001.3635,639982.2959314659,-603980.932431466
320,36098.8125,641648.7569595791,-605549.9444595791
321,36197.3925,643345.3242723681,-607147.9317723681
322,36296.6775,645065.8280081699,-608769.1505081699
323,36394.9745,646731.4726306229,-610336.4981306229
324,36489.176,648487.2651818687,-611998.0891818687
325,36589.309,650192.7632031827,-613603.4542031827
326,36694.102,651875.6677950772,-615181.5657950772
327,36787.877,653654.7982092432,-616866.9212092432
328,36961.5935,655364.6041166423,-618403.0106166423
329,37010.1775,657050.6825624569,-620040.5050624569
330,37108.4725,658759.2947595328,-621650.8222595328
331,37207.8985,660482.4539757413,-623274.5554757413
332,37304.0785,662123.5855235998,-624819.5070235997
333,37398.5625,663948.8740335213,-626550.3115335213
334,37546.289,665650.1165554157,-628103.8275554157
335,37608.8535,669047.6448746833,-631438.7913746834
336,37724.6645,670754.5791152497,-633029.9146152497
337,37831.1525,672428.8778555766,-634597.7253555766
338,37930.7185,674123.2042571622,-636192.4857571622
339,38027.32,675872.3859022253,-637845.0659022253
340,38125.334,677678.9252983436,-639553.5912983436
341,38232.1055,679254.9166020682,-641022.8111020683
342,38335.0645,681011.4262119832,-642676.3617119832
343,38442.541,682788.0379259742,-644345.4969259743
344,38549.877,684499.0583950875,-645949.1813950875
345,38649.8675,686174.0886942316,-647524.2211942315
346,38745.621,687793.5427048494,-649047.9217048493
347,38835.3025,689581.9797136731,-650746.6772136731
348,38933.74,691290.8031388958,-652357.0631388958
349,39035.709,693026.7895029678,-653991.0805029678
350,39133.301,694689.2038818327,-655555.9028818327
351,39235.9765,696452.402283556,-657216.425783556
352,39339.3555,698142.9755242355,-658803.6200242356
353,39437.6525,699842.6251895546,-660404.9726895547
354,39535.1035,701516.4922102226,-661981.3887102227
355,39630.4335,703317.1740201403,-663686.7405201403
356,39720.963,705024.9174029948,-665303.9544029948
357,39815.871,706653.0010733937,-666837.1300733937
358,39915.439,708420.6100924736,-668505.1710924736
359,40005.543,710206.4406998726,-670200.8976998726
360,40085.6195,711845.8673405431,-671760.247840543
361,40169.3695,713532.061025677,-673362.691525677
362,40265.266,715267.2850258455,-675002.0190258455
363,40364.553,717026.7098135134,-676662.1568135135
364,40466.9455,718599.8416777002,-678132.8961777001
365,40570.1835,720411.4397393719,-679841.2562393718
366,40664.3845,722101.8773885701,-681437.4928885701
367,40758.586,723875.9472749421,-683117.361274942
368,40857.4475,725509.5863099215,-684652.1388099215
369,40947.2715,727278.7496965225,-686331.4781965225
370,41032.0095,728988.3304890682,-687956.3209890681
371,41134.5425,730690.048612946,-689555.506112946
372,41242.16,732366.0661416409,-691123.9061416409
373,41332.2655,734092.5075694427,-692760.2420694428
374,41421.8045,735802.9193292188,-694381.1148292188
375,41514.875,737504.5041868597,-695989.6291868597
376,41603.994,739251.0020498983,-697647.0080498983
377,41693.6755,740926.8942549163,-699233.2187549163
378,41789.4295,742659.9618045277,-700870.5323045277
379,41885.326,744345.6213938185,-702460.2953938185
380,41983.3395,746069.4853127645,-704086.1458127645
381,42090.252,747742.2500269022,-705651.9980269022
382,42197.8715,749530.7088649317,-707332.8373649317
383,42300.6875,751179.481294269,-708878.793794269
384,42399.125,752888.0557654917,-710488.9307654917
385,42489.51,754695.4017566615,-712205.8917566615
386,42570.717,756375.4595243977,-713804.7425243978
387,42660.965,758038.144716157,-715377.179716157
388,42754.883,759765.4723252445,-717010.5893252444
389,42852.332,761498.2936891351,-718645.9616891351
390,42950.6305,763177.81644674,-720227.18594674
391,43040.031,764915.552407552,-721875.5214075521
392,43135.6425,766637.005856583,-723501.363356583
393,43236.7635,768341.2792063848,-725104.5157063848
394,43335.627,770063.495701305,-726727.868701305
395,43433.3575,771740.6078070694,-728307.2503070694
396,43526.4275,773484.2108253617,-729957.7833253617
397,43620.488,775223.3962356074,-731602.9082356074
398,43720.197,776898.4900636963,-733178.2930636962
399,43819.0585,778606.7076000399,-734787.6491000399
400,43916.6485,780334.4991037967,-736417.8506037967
401,44010.8495,782021.0172160566,-738010.1677160566
402,44100.8145,783732.2795594645,-739631.4650594646
403,44199.1095,785504.7966250605,-741305.6871250605
404,44307.8575,787229.1174018816,-742921.2599018816
405,44406.8615,788808.0311666293,-744401.1696666293
406,44505.299,790556.9529682136,-746051.6539682136
407,44604.1605,792291.0109696524,-747686.8504696524
408,44697.795,794040.0594701995,-749342.2644701995
409,44791.8555,795737.4114687014,-750945.5559687015
410,44881.961,797381.5969835843,-752499.6359835843
411,44976.7265,799120.9314450965,-754144.2049450965
412,45075.871,800894.3040967903,-755818.4330967902
413,45173.744,802566.0600769472,-757392.3160769473
414,45271.758,804296.0050108327,-759024.2470108327
415,45370.9025,806092.8471529819,-760721.9446529819
416,45465.951,807637.7644423089,-762171.8134423089
417,45555.0665,809454.763575108,-763899.6970751081
418,45649.4085,811153.6541390013,-765504.2456390013
419,45750.1055,812810.4232245329,-767060.3177245329
420,45844.588,814552.8847057091,-768708.2967057091
421,45942.0375,816259.4869885354,-770317.4494885354
422,46040.477,818057.967548583,-772017.4905485831
423,46135.5255,819722.4238154195,-773586.8983154196
424,46234.3865,821368.068160103,-775133.681660103
425,46332.6835,823156.2268190876,-776823.5433190876
426,46430.6975,824774.5034710733,-778343.8059710733
427,46532.383,826580.7602694647,-780048.3772694647
428,46631.3845,828214.2446975637,-781582.8601975637
429,46721.773,829961.7921082394,-783240.0191082393
430,46811.316,831626.2065774401,-784814.8905774402
431,46907.777,833355.6139288249,-786447.8369288249
432,47002.117,835094.6541422665,-788092.5371422665
433,47095.4705,836760.1139524685,-789664.6434524684
434,47199.5585,838506.7632026513,-791307.2047026512
435,47302.6565,840251.1076510141,-792948.4511510141
436,47396.1505,841913.2184736344,-794517.0679736345
437,47489.6465,843636.0355392587,-796146.3890392587
438,47584.412,845341.0336043977,-797756.6216043977
439,47683.1305,847033.9632479061,-799350.8327479061
440,47785.525,848754.9241792265,-800969.3991792265
441,47883.822,850524.3277485959,-802640.5057485958
442,47977.457,852115.9673707426,-804138.5103707425
443,48163.459,853914.6918204131,-805751.2328204131
444,48221.3635,855602.7453837452,-807381.3818837452
445,48324.7445,857482.2626726204,-809157.5181726203
446,48405.5275,858954.6461490823,-810549.1186490824
447,48482.779,860829.8133216705,-812347.0343216705
448,48575.994,862477.6669603642,-813901.6729603643
449,48670.76,864179.8468733411,-815509.0868733411
450,48765.807,865918.5036836627,-817152.6966836627
451,48867.635,867500.1870288405,-818632.5520288405
452,48975.3945,869282.6887807427,-820307.2942807426
453,49074.256,871022.6106851145,-821948.3546851145
454,49174.1055,872748.1213090861,-823574.0158090862
455,49282.0055,874397.3525918494,-825115.3470918494
456,49388.211,876181.5036008108,-826793.2926008108
457,49553.7345,879591.0288331339,-830037.2943331338
458,49605.1425,881262.4294329563,-831657.2869329563
459,49704.428,882965.2817872986,-833260.8537872987
460,49802.1585,884723.2126303834,-834921.0541303834
461,49900.455,886402.1928353823,-836501.7378353823
462,50000.0235,888151.1409899704,-838151.1174899704
463,50098.602,889930.2211359486,-839831.6191359486
464,50201.842,891525.7702649331,-841323.9282649332
465,50304.9415,893226.3642109459,-842921.422710946
466,50413.266,894895.9355259484,-844482.6695259484
467,50522.5785,896646.4669996075,-846123.8884996076
468,50629.631,898432.5249946448,-847802.8939946447
469,50731.5995,900063.4750895418,-849331.8755895417
470,50838.371,903539.0444690386,-852700.6734690386
471,50951.3555,905189.8659011248,-854238.5104011248
472,51127.1855,906928.4646660064,-855801.2791660064
473,51184.809,908603.3077850825,-857418.4987850825
474,51298.7815,910410.2896844428,-859111.5081844428
475,51407.67,912105.1172064672,-860697.4472064672
476,51509.0725,913890.2272056886,-862381.1547056886
477,51615.418,917182.5689579587,-865567.1509579588
478,51798.881,919008.7174268133,-867209.8364268133
479,51929.2345,920528.4103969769,-868599.1758969768
480,51988.127,922393.8396016705,-870405.7126016705
481,52081.9045,924037.5043855457,-871955.5998855458
482,52180.4845,925817.9099560399,-873637.4254560398
483,52298.5525,929194.9253559974,-876896.3728559974
484,52414.502,930855.1929737465,-878440.6909737465
485,52520.426,932643.7499538894,-880123.3239538894
486,52631.293,934323.892850305,-881692.599850305
487,52744.5605,936037.3692963861,-883292.8087963861
488,52844.834,937674.5707940978,-884829.7367940978
489,52943.9765,939391.6275404851,-886447.6510404851
490,53046.5095,941189.236973713,-888142.727473713
491,53230.676,944561.655243834,-891330.979243834
492,53289.711,946259.1020562265,-892969.3910562265
493,53397.047,948030.6390706396,-894633.5920706396
494,53565.1095,949691.1476824658,-896126.0381824658
495,53619.342,951438.8246014852,-897819.4826014852
496,53723.711,953227.8927980348,-899504.1817980348
497,53841.074,956500.7424953307,-902659.6684953307
498,54042.047,958221.5596237413,-904179.5126237413
499,54090.631,959940.3344333012,-905849.7034333012
500,54267.0255,963392.8530812497,-909125.8275812498
501,54333.1235,965059.9594923538,-910726.8359923539
502,54436.0805,966842.1270221763,-912406.0465221762
503,54536.0725,968508.3459165149,-913972.2734165149
504,54639.594,970270.5598902033,-915630.9658902033
505,54746.7875,971858.6244881904,-917111.8369881904
506,54849.887,973705.5345972806,-918855.6475972806
507,54947.4765,975285.8610788558,-920338.3845788558
508,55046.0565,977061.2839471068,-922015.2274471069
509,55241.6605,980517.7006283411,-925276.0401283411
510,55307.6155,982138.3369643668,-926830.7214643669
511,55405.629,983923.5061629035,-928517.8771629035
512,55504.631,985488.2296138931,-929983.598613893
513,55608.717,987368.5384394221,-931759.8214394222
514,55714.076,988989.7256372381,-933275.6496372381
515,55812.5155,990705.9913784324,-934893.4758784324
516,55906.715,992402.0516985494,-936495.3366985495
517,56010.66,994070.8600900489,-938060.2000900488
518,56200.475,997493.3377220811,-941292.8627220811
519,56268.549,999255.1392412212,-942986.5902412212
520,56379.5545,1000981.4843111609,-944601.9298111609
521,56482.795,1002658.4497104157,-946175.6547104156
522,56576.8555,1004373.6740376796,-947796.8185376796
523,56675.152,1006035.745609493,-949360.593609493
524,56779.945,1007763.9897228687,-950984.0447228687
525,56879.5115,1009574.0801162432,-952694.5686162432
526,57049.414,1011204.7577432845,-954155.3437432845
527,57106.4685,1012838.4979600129,-955732.0294600129
528,57209.709,1014542.7962749987,-957333.0872749987
529,57303.9105,1016299.4047561428,-958995.4942561428
530,57398.5355,1019831.8880734196,-962433.3525734196
531,57578.746,1021507.7303863306,-963928.9843863306
532,57640.4645,1023199.4096731789,-965558.9451731789
533,57752.037,1024902.4358692664,-967150.3988692664
534,57861.4905,1026651.86902961,-968790.37852961
535,58019.1015,1028237.8700602948,-970218.7685602948
536,58073.0525,1030035.8872078147,-971962.8347078147
537,58256.793,1033404.7076712007,-975147.9146712008
538,58320.205,1035113.1519447452,-976792.9469447453
539,58418.785,1036947.0573644569,-978528.2723644569
540,58511.998,1038508.1950207568,-979996.1970207568
541,58610.8595,1040174.0110295727,-981563.1515295727
542,58710.5685,1042085.7404624093,-983375.1719624093
543,58813.666,1043675.0431745623,-984861.3771745623
544,58910.691,1045388.5226579305,-986477.8316579305
546,60843.4335,1080305.9343309677,-1019462.5008309677
547,60968.9885,1082028.7167756883,-1021059.7282756884
548,61031.41,1083773.1340109152,-1022741.7240109151
549,61130.412,1085538.7785697232,-1024408.3665697232
550,61313.166,1088953.874937413,-1027640.7089374131
551,61462.7285,1090663.6969568017,-1029200.9684568017
552,61520.0685,1092370.5399827529,-1030850.4714827528
553,61618.506,1094083.801063435,-1032465.2950634349
554,61790.102,1097371.431762315,-1035581.3297623151
555,61853.092,1099209.2215778404,-1037356.1295778404
556,61960.5685,1100803.7148313576,-1038843.1463313575
557,62136.2575,1102479.8278518855,-1040343.5703518855
558,62279.1835,1105966.211690534,-1043687.0281905339
559,62332.992,1107665.1643633165,-1045332.1723633165
560,62432.701,1109454.3623724284,-1047021.6613724284
561,62539.1895,1111134.5541342457,-1048595.3646342456
562,62713.8905,1112798.6605875662,-1050084.7700875662
563,62867.551,1116263.2198926718,-1053395.6688926718
564,62928.9865,1117886.4156077632,-1054957.4291077633
565,63018.5275,1119636.4697925805,-1056617.9422925804
566,63113.01,1121292.4058222973,-1058179.3958222973
567,63293.643,1123142.809796175,-1059849.166796175
568,63440.6645,1126501.3463569742,-1063060.6818569743
569,63505.7715,1128145.569614363,-1064639.7981143629
570,63605.7635,1130007.6096233963,-1066401.8461233964
