,Magnetic Field (Oe),True Field (Oe)
1,4999.9365,5264.444383237549
2,4974.6465,5278.506650520612
3,4967.5,5263.013345035407
4,4950.848,5233.501491530869
5,4927.3615,5207.067094118085
6,4902.758,5181.157207437723
7,4878.112,5152.410429183218
8,4851.2215,5127.266806633032
9,4825.572,5095.226469520658
10,4801.0405,5068.696080456525
11,4776.482,5051.949122457282
12,4751.9495,5023.052321289639
13,4725.1715,4996.013346974471
14,4699.4665,4965.5886781118425
15,4674.962,4944.101399257427
16,4650.571,4910.529288360286
17,4625.8115,4891.89053887599
18,4599.867,4860.9979065976395
19,4574.2625,4831.277025396542
20,4549.8575,4812.063399651713
21,4525.4095,4781.508373191279
22,4498.801,4759.107784170598
23,4474.537,4730.870026394194
24,4451.3315,4701.006406628548
25,4425.923,4676.046291160644
26,4400.488,4649.263134915383
27,4375.109,4629.204813396785
28,4350.8585,4599.328538025848
29,4326.5655,4571.228461581443
30,4302.4005,4545.113313364786
31,4277.8555,4522.631129864824
32,4252.179,4491.754870263836
33,4226.897,4468.470531842855
34,4202.689,4437.470835989637
35,4177.4365,4413.7194007779035
36,4152.2405,4391.757329483751
37,4128.146,4365.81651931494
38,4102.9345,4339.260284309501
39,4077.6945,4316.39474581216
40,4052.485,4285.209046636365
41,4028.4055,4254.408197586352
42,4004.4665,4240.53231919343
43,3979.087,4207.856606597336
44,3954.6805,4180.282576328409
45,3930.5995,4155.241827439661
46,3905.5035,4127.878474088511
47,3880.52,4102.0142944161325
48,3855.479,4074.3277111602197
49,3831.4825,4050.341991951881
50,3807.557,4026.4359012602454
51,3781.527,4002.1390913073647
52,3757.6155,3966.72012143848
53,3734.807,3944.5399096296833
54,3709.908,3915.2737674284504
55,3686.0675,3896.282126464736
56,3662.128,3860.336482824356
57,3636.7755,3847.010529934639
58,3611.5375,3819.9306699303365
59,3586.6815,3793.1323544346164
60,3562.9115,3766.817872442101
61,3539.141,3743.064599506265
62,3514.269,3716.131195273245
63,3490.4845,3690.2178357930397
64,3466.744,3669.626171618623
65,3442.056,3638.295845701559
66,3417.2815,3611.9579974201174
67,3392.339,3584.789089388967
68,3368.626,3566.39458916728
69,3345.0125,3536.927006065058
70,3319.8725,3502.2334065118857
71,3294.703,3480.766999399239
72,3271.1025,3456.1046211906732
73,3247.517,3435.0508863993455
74,3223.917,3405.791884382164
75,3199.285,3378.6333125774286
76,3174.526,3356.1040552271866
77,3149.8665,3331.7605136018055
78,3125.263,3307.5460895452024
