,Magnetic Field (Oe),True Field (Oe)
179,25818.0775,26620.520019876432
180,25795.6225,26639.983714498856
181,25773.7315,26627.44284095317
182,25751.5565,26579.488859157675
183,25728.677,26545.814046862655
184,25707.0695,26540.049586993984
185,25684.614,26506.659875145127
186,25663.288,26456.733441765435
187,25641.539,26452.466477645685
188,25619.5065,26415.097559821217
189,25598.6035,26408.146025155398
190,25577.2785,26370.295773128615
191,25554.3995,26386.678896078483
192,25532.6515,26352.21493184334
193,25511.3265,26338.543056451676
194,25489.8585,26326.41828919055
195,25467.824,26268.845471407054
196,25445.5095,26217.08534444004
197,25424.8905,26264.747566852475
198,25402.1515,26225.161508290836
199,25379.2715,26177.065161022863
200,25358.793,26142.35084459373
201,25336.9035,26147.742241710712
202,25314.3065,26078.784255323364
203,25292.98,26122.18900954587
204,25272.078,26130.79175636592
205,25251.0345,26049.24936522655
206,25229.144,26005.422638198444
207,25207.394,25961.488560727783
208,25185.7845,25989.157236709965
209,25163.753,25927.951709485627
210,25141.4395,25928.02384871433
211,25120.679,25911.73907323582
212,25099.917,25884.389933653805
213,25077.6025,25862.183834143114
214,25055.712,25855.27334962338
215,25033.539,25806.274900615972
216,25012.919,25789.168246191657
217,24992.8635,25802.565535754315
218,24971.255,25761.333632351256
219,24949.2225,25728.31585971262
220,24926.7665,25724.409391338453
221,24905.159,25705.016392984926
222,24884.823,25711.508721398055
223,24863.6375,25632.987876706575
224,24841.746,25618.960235443297
225,24819.008,25568.373795911153
226,24796.4115,25583.90827898247
227,24776.215,25564.64407900592
228,24755.453,25566.851284513978
229,24733.987,25541.186527567534
230,24712.521,25496.487263708797
231,24691.619,25473.190267649832
232,24670.1515,25416.28894856173
233,24648.543,25433.723458606
234,24626.087,25339.070521308728
235,24604.76,25377.902193112855
236,24582.8685,25399.312181431815
237,24560.4145,25359.69110152599
238,24541.2085,25311.054536271928
239,24521.293,25293.092850147597
240,24499.6835,25273.22412498038
241,24477.512,25230.39813237792
242,24455.1995,25267.550707081253
243,24433.3075,25218.86930886887
244,24412.828,25181.08285783204
245,24394.468,25159.48278977913
246,24371.87,25084.08162400212
247,24348.8495,25093.49541649137
248,24329.22,25070.43009231847
249,24307.3285,25060.039614187597
250,24286.425,25021.84662255261
251,24264.958,24990.33648056755
252,24242.926,25047.65004524061
253,24221.882,24980.495942548914
254,24201.4035,24915.015689581018
255,24180.22,24978.19608320052
256,24158.753,24921.39484144254
257,24137.286,24847.390829194672
258,24116.1015,24849.32950011181
259,24095.623,24853.76995537815
260,24074.4375,24824.744783198217
261,24053.1115,24748.478085734645
262,24031.787,24807.665353994515
263,24010.6025,24749.36942598706
